,Domain,Length,asii_value,word_count,Vowel_Count,consonants,syllable_count,underscore,hyphen,tandi,tanv,count_n,count_v,count_adj,max_length_word,min_length_word,ratito_char,label
92,oinadagmrhabrpl.cn,15,1579,6,5,10,4,0,0,0.0,0.3333333333333333,0,0,0,5,1,1.0,4
93,gpkuuunxqskgjjq.cn,15,1666,9,3,12,1,0,0,0.0,0.2,0,0,0,3,1,1.0,4
94,fqumdgshswiseij.ru,15,1629,6,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,4,1,1.0,4
95,edgxqhpydeqqmxm.cn,15,1639,8,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,2,1,1.0,4
96,vwruvubigrnyxsp.com,15,1701,7,3,12,4,0,0,0.0,0.2,1,0,1,3,1,1.0,4
97,fheuntuthapjdbb.ru,15,1598,7,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
98,synnckpkvxlinri.ru,15,1661,7,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,3,2,1.0,4
99,xtqhpyckamufytj.cn,15,1660,7,2,13,4,0,0,0.0,0.13333333333333333,0,0,0,3,2,1.0,4
100,satjkgqlwhrlfpt.cn,15,1640,8,1,14,1,0,0,0.0,0.06666666666666667,0,0,0,2,1,1.0,4
101,jhslvftfkarsvwp.cn,15,1653,8,1,14,1,0,0,0.0,0.06666666666666667,1,0,0,3,1,1.0,4
102,cjlorgiyqxstbrt.cn,15,1659,8,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
103,ewsqsyadvxpbqhk.ru,15,1653,7,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
104,ymkurqstcoaxgmp.ru,15,1663,8,3,12,3,0,0,0.0,0.2,0,0,0,4,1,1.0,4
105,pdntvaukkwyatev.ru,15,1656,7,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,4,1,1.0,4
106,ickuuvwvfokfcfg.cn,15,1626,7,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
107,djfsqhoojjuybga.com,15,1610,8,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
108,yjhxuvjirqkejiv.ru,15,1661,8,4,11,5,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
109,lekexgqxgpluqtn.com,15,1652,8,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
110,ndsxueucdliwrka.ru,15,1629,6,5,10,3,0,0,0.0,0.3333333333333333,0,0,0,3,2,1.0,4
111,thtifboqvsxrqow.com,15,1675,8,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
112,ahvoxxbhwwowgir.cn,15,1662,7,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
113,bqmohluawbdvijq.ru,15,1616,8,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
114,tkwxleeunxacyim.com,15,1650,9,5,10,3,0,0,0.0,0.3333333333333333,1,0,0,3,1,1.0,4
115,rcqyssrilmjpojf.ru,15,1650,8,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
116,vkjoxgektalllhd.com,15,1614,7,3,12,3,0,0,0.0,0.2,0,0,0,4,1,1.0,4
117,cvdhcavapiqlpvo.cn,15,1611,7,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,4,1,1.0,4
118,iwkiwrtulfyyitc.com,15,1674,8,4,11,4,0,0,0.0,0.26666666666666666,1,0,0,3,1,1.0,4
119,xjwwnnnhudnumqc.com,15,1663,7,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
120,uknshyuhsmqubyq.cn,15,1681,8,3,12,4,0,0,0.0,0.2,0,0,0,3,1,1.0,4
121,xeifvymagedjfcx.cn,15,1604,7,4,11,4,0,0,0.0,0.26666666666666666,1,0,0,4,1,1.0,4
122,ynodqwkcyemfony.cn,15,1655,8,3,12,5,0,0,0.0,0.2,0,0,0,3,1,1.0,4
123,gowtrdnctcctcve.com,15,1620,7,2,13,1,0,0,0.0,0.13333333333333333,1,1,1,3,1,1.0,4
124,jcctkfxjfktishv.com,15,1622,7,1,14,1,0,0,0.0,0.06666666666666667,0,0,0,4,1,1.0,4
125,egvdurclnysxghm.cn,15,1642,7,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
126,lsqppnqpwphbahw.ru,15,1648,8,1,14,1,0,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4
127,ryhpbbqvcevdcdv.com,15,1613,7,1,14,2,0,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4
128,sqlpwrvxsuhfgno.ru,15,1681,7,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
129,oacptpnaxyvywdc.com,15,1652,7,3,12,4,0,0,0.0,0.2,0,0,0,3,1,1.0,4
130,rdhnkitfkrugsry.ru,15,1649,6,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,4,2,1.0,4
131,olvmnvfkstykasu.com,15,1671,8,3,12,4,0,0,0.0,0.2,0,0,0,3,1,1.0,4
132,egnkvifvfarxgae.ru,15,1598,7,5,10,4,0,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,4
133,cermsyuenareefq.cn,15,1615,6,6,9,4,0,0,0.0,0.4,1,0,0,4,1,1.0,4
134,cneobpuviiaiine.com,15,1594,8,9,6,3,0,0,0.0,0.6,1,0,0,3,1,1.0,4
135,xcbygdvirjichkp.com,15,1611,7,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,3,2,1.0,4
136,vcqkbfyfwfdnsnm.cn,15,1625,8,0,15,1,0,0,0.0,0.0,0,0,0,3,1,1.0,4
137,xnrbwadllefwfwj.cn,15,1623,7,2,13,2,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
138,heesqlifmvfvify.com,15,1624,7,4,11,4,0,0,0.0,0.26666666666666666,2,0,0,3,1,1.0,4
139,jtiyxlvkgetjecf.cn,15,1629,7,3,12,3,0,0,0.0,0.2,0,0,0,3,1,1.0,4
140,djwlawutxlebcfd.com,15,1610,7,3,12,3,0,0,0.0,0.2,1,0,0,3,1,1.0,4
141,peawowjtwwbetar.com,15,1645,6,5,10,4,0,0,0.0,0.3333333333333333,0,0,0,3,2,1.0,4
142,fkmwktfpldgrmuo.cn,15,1636,8,2,13,1,0,0,0.0,0.13333333333333333,0,0,0,2,1,1.0,4
143,usmharfytukmloj.cn,15,1653,8,4,11,5,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
144,ronkasjttdodkem.ru,15,1620,8,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
145,dlknycfniifyvck.cn,15,1614,8,2,13,3,0,0,0.0,0.13333333333333333,0,0,0,3,1,1.0,4
146,xpcgbidyrjjdjyc.cn,15,1610,8,1,14,3,0,0,0.0,0.06666666666666667,1,1,0,3,1,1.0,4
147,derjnvxibmuikbd.cn,15,1608,8,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
148,worsywupuxgcgrd.ru,15,1684,8,3,12,4,0,0,0.0,0.2,0,0,0,3,1,1.0,4
149,hqdabaxlorccrpo.com,15,1597,6,4,11,4,0,0,0.0,0.26666666666666666,0,0,0,3,2,1.0,4
150,tchgwjetgbnnfpx.cn,15,1619,7,1,14,1,0,0,0.0,0.06666666666666667,0,0,0,3,1,1.0,4
151,sxuydlqatjeeehw.com,15,1639,9,5,10,3,0,0,0.0,0.3333333333333333,0,0,0,3,1,1.0,4
152,huayfaxjndndakr.cn,15,1602,7,4,11,3,0,0,0.0,0.26666666666666666,1,0,0,3,1,1.0,4
153,rjcyegkckaykwoe.ru,15,1613,7,4,11,3,0,0,0.0,0.26666666666666666,0,0,0,3,1,1.0,4
